# z        bx_sc        by_sc        bx_wo_sc        by_wo_sc
6.6636000e+00 1.8647032e+01 1.8618698e+01 2.5414221e+00 2.5409622e+00
6.6750000e+00 1.8633645e+01 1.8606920e+01 2.5435732e+00 2.5431146e+00
6.6864000e+00 1.8710848e+01 1.8683972e+01 2.5506738e+00 2.5502728e+00
6.6978000e+00 1.8849206e+01 1.8821536e+01 2.5616845e+00 2.5612809e+00
6.7086000e+00 1.8983098e+01 1.8957004e+01 2.5760454e+00 2.5756377e+00
6.7200000e+00 1.9051684e+01 1.9025349e+01 2.5942440e+00 2.5938303e+00
6.7314000e+00 1.8997013e+01 1.8973488e+01 2.6113995e+00 2.6109797e+00
6.7428000e+00 1.8986524e+01 1.8962247e+01 2.6202633e+00 2.6198411e+00
6.7536000e+00 1.9153496e+01 1.9128636e+01 2.6156677e+00 2.6152495e+00
6.7650000e+00 1.9237629e+01 1.9209617e+01 2.6037925e+00 2.6033215e+00
6.7764000e+00 1.9165217e+01 1.9137600e+01 2.5975657e+00 2.5971598e+00
6.7877000e+00 1.9132728e+01 1.9103722e+01 2.5989083e+00 2.5984444e+00
6.7985000e+00 1.9184348e+01 1.9156807e+01 2.6058425e+00 2.6053777e+00
6.8099000e+00 1.9308042e+01 1.9280217e+01 2.6164286e+00 2.6159612e+00
6.8213000e+00 1.9455130e+01 1.9426823e+01 2.6322794e+00 2.6318070e+00
6.8327000e+00 1.9545032e+01 1.9519230e+01 2.6513408e+00 2.6504184e+00
6.8435000e+00 1.9517628e+01 1.9493046e+01 2.6708613e+00 2.6704364e+00
6.8549000e+00 1.9465932e+01 1.9442258e+01 2.6832066e+00 2.6823291e+00
6.8663000e+00 1.9605917e+01 1.9579636e+01 2.6816461e+00 2.6807094e+00
6.8777000e+00 1.9730512e+01 1.9703368e+01 2.6699885e+00 2.6690623e+00
6.8891000e+00 1.9674274e+01 1.9645879e+01 2.6619328e+00 2.6610145e+00
6.8999000e+00 1.9623805e+01 1.9594382e+01 2.6620074e+00 2.6610302e+00
6.9113000e+00 1.9656192e+01 1.9626374e+01 2.6680310e+00 2.6675591e+00
6.9226000e+00 1.9765703e+01 1.9735995e+01 2.6796559e+00 2.6787322e+00
6.9340000e+00 1.9910442e+01 1.9882378e+01 2.6953675e+00 2.6948880e+00
6.9448000e+00 2.0016820e+01 1.9989645e+01 2.7143296e+00 2.7133866e+00
6.9562000e+00 2.0017998e+01 1.9992751e+01 2.7356647e+00 2.7352336e+00
6.9676000e+00 1.9950649e+01 1.9926364e+01 2.7527696e+00 2.7518692e+00
6.9790000e+00 2.0045452e+01 2.0018979e+01 2.7549672e+00 2.7540035e+00
6.9898000e+00 2.0199810e+01 2.0171494e+01 2.7447491e+00 2.7437951e+00
7.0012000e+00 2.0177948e+01 2.0147870e+01 2.7344800e+00 2.7335356e+00
7.0126000e+00 2.0108726e+01 2.0078162e+01 2.7326787e+00 2.7317381e+00
7.0240000e+00 2.0119524e+01 2.0088991e+01 2.7384957e+00 2.7374908e+00
7.0348000e+00 2.0206144e+01 2.0175791e+01 2.7500167e+00 2.7490063e+00
7.0462000e+00 2.0345728e+01 2.0315789e+01 2.7648280e+00 2.7644033e+00
7.0575000e+00 2.0472443e+01 2.0444274e+01 2.7851495e+00 2.7847183e+00
7.0689000e+00 2.0501931e+01 2.0475276e+01 2.8083711e+00 2.8079972e+00
7.0797000e+00 2.0435680e+01 2.0409461e+01 2.8288568e+00 2.8279316e+00
7.0911000e+00 2.0470047e+01 2.0443418e+01 2.8352945e+00 2.8349133e+00
7.1025000e+00 2.0645745e+01 2.0617192e+01 2.8266506e+00 2.8262096e+00
7.1139000e+00 2.0661140e+01 2.0631995e+01 2.8149705e+00 2.8144726e+00
7.1247000e+00 2.0589194e+01 2.0557846e+01 2.8115994e+00 2.8105668e+00
7.1361000e+00 2.0574335e+01 2.0543473e+01 2.8163690e+00 2.8153359e+00
7.1475000e+00 2.0646085e+01 2.0615075e+01 2.8272092e+00 2.8261712e+00
7.1589000e+00 2.0777376e+01 2.0746430e+01 2.8433276e+00 2.8422808e+00
7.1703000e+00 2.0912259e+01 2.0883498e+01 2.8637251e+00 2.8632844e+00
7.1811000e+00 2.0969686e+01 2.0940656e+01 2.8869247e+00 2.8864760e+00
7.1924000e+00 2.0911429e+01 2.0884163e+01 2.9109588e+00 2.9099393e+00
7.2038000e+00 2.0901907e+01 2.0874719e+01 2.9227973e+00 2.9217726e+00
7.2152000e+00 2.1070979e+01 2.1042246e+01 2.9171487e+00 2.9161313e+00
7.2260000e+00 2.1132286e+01 2.1101473e+01 2.9049298e+00 2.9039238e+00
7.2374000e+00 2.1057655e+01 2.1025936e+01 2.8986131e+00 2.8975480e+00
7.2488000e+00 2.1017843e+01 2.0985909e+01 2.9020367e+00 2.9010389e+00
7.2602000e+00 2.1059196e+01 2.1028552e+01 2.9115223e+00 2.9104543e+00
7.2710000e+00 2.1158570e+01 2.1126729e+01 2.9255976e+00 2.9245897e+00
7.2824000e+00 2.1284561e+01 2.1254577e+01 2.9433266e+00 2.9423095e+00
7.2938000e+00 2.1388331e+01 2.1357533e+01 2.9636589e+00 2.9626311e+00
7.3052000e+00 2.1439941e+01 2.1410259e+01 2.9829504e+00 2.9819126e+00
7.3160000e+00 2.1471772e+01 2.1442056e+01 2.9951186e+00 2.9940755e+00
7.3274000e+00 2.1528518e+01 2.1498306e+01 2.9993402e+00 2.9982279e+00
7.3387000e+00 2.1579237e+01 2.1548137e+01 3.0014475e+00 3.0004067e+00
7.3501000e+00 2.1620160e+01 2.1588604e+01 3.0064603e+00 3.0054193e+00
7.3609000e+00 2.1662604e+01 2.1630989e+01 3.0158984e+00 3.0148543e+00
7.3723000e+00 2.1706999e+01 2.1676721e+01 3.0264975e+00 3.0254494e+00
7.3837000e+00 2.1752781e+01 2.1721036e+01 3.0376635e+00 3.0365409e+00
7.3951000e+00 2.1796329e+01 2.1764932e+01 3.0493311e+00 3.0482743e+00
7.4065000e+00 2.1839513e+01 2.1808057e+01 3.0602833e+00 3.0592225e+00
7.4173000e+00 2.1882447e+01 2.1850523e+01 3.0705576e+00 3.0694221e+00
7.4287000e+00 2.1925366e+01 2.1893793e+01 3.0812019e+00 3.0801336e+00
7.4401000e+00 2.1968325e+01 2.1938103e+01 3.0918650e+00 3.0907215e+00
7.4515000e+00 2.2013507e+01 2.1981813e+01 3.1024535e+00 3.1013778e+00
7.4623000e+00 2.2055907e+01 2.2023743e+01 3.1125424e+00 3.1113913e+00
7.4736000e+00 2.2099349e+01 2.2067538e+01 3.1237572e+00 3.1226019e+00
7.4850000e+00 2.2143248e+01 2.2111377e+01 3.1349921e+00 3.1338327e+00
7.4964000e+00 2.2188609e+01 2.2156675e+01 3.1455816e+00 3.1444910e+00
7.5072000e+00 2.2230760e+01 2.2198769e+01 3.1562617e+00 3.1551674e+00
7.5186000e+00 2.2274789e+01 2.2242737e+01 3.1675548e+00 3.1664565e+00
7.5300000e+00 2.2318862e+01 2.2286749e+01 3.1794640e+00 3.1777658e+00
7.5414000e+00 2.2363982e+01 2.2331808e+01 3.1907984e+00 3.1896921e+00
7.5522000e+00 2.2406718e+01 2.2374485e+01 3.2021530e+00 3.2009688e+00
7.5636000e+00 2.2451284e+01 2.2418989e+01 3.2135799e+00 3.2124656e+00
7.5750000e+00 2.2497380e+01 2.2465022e+01 3.2256499e+00 3.2245315e+00
7.5864000e+00 2.2542154e+01 2.2509733e+01 3.2378401e+00 3.2361161e+00
7.5972000e+00 2.2588667e+01 2.2556179e+01 3.2505050e+00 3.2493025e+00
7.6085000e+00 2.2638057e+01 2.2605495e+01 3.2629405e+00 3.2618084e+00
7.6199000e+00 2.2691522e+01 2.2658875e+01 3.2775625e+00 3.2764245e+00
7.6313000e+00 2.2744345e+01 2.2712468e+01 3.2940633e+00 3.2929183e+00
7.6421000e+00 2.2790424e+01 2.2758482e+01 3.3124116e+00 3.3112581e+00
7.6535000e+00 2.2822791e+01 2.2791251e+01 3.3299304e+00 3.3287689e+00
7.6649000e+00 2.2855457e+01 2.2822886e+01 3.3444379e+00 3.3426584e+00
7.6763000e+00 2.2911479e+01 2.2877964e+01 3.3487848e+00 3.3470075e+00
7.6877000e+00 2.2928511e+01 2.2895163e+01 3.3437880e+00 3.3426301e+00
7.6985000e+00 2.2868534e+01 2.2834134e+01 3.3405512e+00 3.3387151e+00
7.7099000e+00 2.2815110e+01 2.2780501e+01 3.3439734e+00 3.3427474e+00
7.7213000e+00 2.2845727e+01 2.2811087e+01 3.3564564e+00 3.3553029e+00
7.7327000e+00 2.2961257e+01 2.2926764e+01 3.3768147e+00 3.3750366e+00
7.7434000e+00 2.3105899e+01 2.3071902e+01 3.4018163e+00 3.4006403e+00
7.7548000e+00 2.3215244e+01 2.3182731e+01 3.4347786e+00 3.4329572e+00
7.7662000e+00 2.3201054e+01 2.3169931e+01 3.4690501e+00 3.4672030e+00
7.7776000e+00 2.3144135e+01 2.3113037e+01 3.4939064e+00 3.4921243e+00
7.7884000e+00 2.3261282e+01 2.3230111e+01 3.4956971e+00 3.4938372e+00
7.7998000e+00 2.3386518e+01 2.3351421e+01 3.4801282e+00 3.4782076e+00
7.8112000e+00 2.3301155e+01 2.3266094e+01 3.4680743e+00 3.4668004e+00
7.8226000e+00 2.3221493e+01 2.3184826e+01 3.4711307e+00 3.4692299e+00
7.8334000e+00 2.3245628e+01 2.3210410e+01 3.4839383e+00 3.4826628e+00
7.8448000e+00 2.3359503e+01 2.3324441e+01 3.5043301e+00 3.5024082e+00
7.8562000e+00 2.3518680e+01 2.3484089e+01 3.5313771e+00 3.5301579e+00
7.8676000e+00 2.3648210e+01 2.3614633e+01 3.5650626e+00 3.5637424e+00
7.8783000e+00 2.3662782e+01 2.3630542e+01 3.6014586e+00 3.6002005e+00
7.8897000e+00 2.3592451e+01 2.3560259e+01 3.6300793e+00 3.6288059e+00
7.9011000e+00 2.3663847e+01 2.3632591e+01 3.6385620e+00 3.6372877e+00
7.9125000e+00 2.3820572e+01 2.3785234e+01 3.6248218e+00 3.6235621e+00
7.9239000e+00 2.3769861e+01 2.3732951e+01 3.6109387e+00 3.6089571e+00
7.9347000e+00 2.3676646e+01 2.3639184e+01 3.6100138e+00 3.6086913e+00
7.9461000e+00 2.3674301e+01 2.3638405e+01 3.6217855e+00 3.6205426e+00
7.9575000e+00 2.3768619e+01 2.3732942e+01 3.6421619e+00 3.6401680e+00
7.9689000e+00 2.3920936e+01 2.3885318e+01 3.6689848e+00 3.6676349e+00
7.9797000e+00 2.4056463e+01 2.4021856e+01 3.7008886e+00 3.6995203e+00
7.9911000e+00 2.4103998e+01 2.4071114e+01 3.7392114e+00 3.7372295e+00
8.0025000e+00 2.4037782e+01 2.4004922e+01 3.7734388e+00 3.7714322e+00
8.0139000e+00 2.4061278e+01 2.4029951e+01 3.7886276e+00 3.7867023e+00
8.0246000e+00 2.4223259e+01 2.4189766e+01 3.7789455e+00 3.7769464e+00
8.0360000e+00 2.4228329e+01 2.4192617e+01 3.7622282e+00 3.7602503e+00
8.0474000e+00 2.4122685e+01 2.4085983e+01 3.7581301e+00 3.7561619e+00
8.0588000e+00 2.4096413e+01 2.4059842e+01 3.7675238e+00 3.7662308e+00
8.0696000e+00 2.4165934e+01 2.4127664e+01 3.7872387e+00 3.7852559e+00
8.0810000e+00 2.4305122e+01 2.4267390e+01 3.8124822e+00 3.8110810e+00
8.0924000e+00 2.4453410e+01 2.4418234e+01 3.8457753e+00 3.8443552e+00
8.1038000e+00 2.4528066e+01 2.4494110e+01 3.8846382e+00 3.8832853e+00
8.1146000e+00 2.4479552e+01 2.4447596e+01 3.9223880e+00 3.9211058e+00
8.1260000e+00 2.4451528e+01 2.4420144e+01 3.9432911e+00 3.9419078e+00
8.1374000e+00 2.4609888e+01 2.4575202e+01 3.9384988e+00 3.9371244e+00
8.1488000e+00 2.4664130e+01 2.4628177e+01 3.9208591e+00 3.9195025e+00
8.1595000e+00 2.4568436e+01 2.4529850e+01 3.9141603e+00 3.9120230e+00
8.1709000e+00 2.4514121e+01 2.4475748e+01 3.9209142e+00 3.9188665e+00
8.1823000e+00 2.4562431e+01 2.4523510e+01 3.9383184e+00 3.9368758e+00
8.1937000e+00 2.4687005e+01 2.4648677e+01 3.9644013e+00 3.9630364e+00
8.2051000e+00 2.4837024e+01 2.4800838e+01 3.9975473e+00 3.9960729e+00
8.2159000e+00 2.4931040e+01 2.4896036e+01 4.0348886e+00 4.0334858e+00
8.2273000e+00 2.4907012e+01 2.4873979e+01 4.0761248e+00 4.0739681e+00
8.2387000e+00 2.4851817e+01 2.4818281e+01 4.1042253e+00 4.1027854e+00
8.2501000e+00 2.4978228e+01 2.4944646e+01 4.1054211e+00 4.1040818e+00
8.2609000e+00 2.5081505e+01 2.5043736e+01 4.0888526e+00 4.0874347e+00
8.2723000e+00 2.4999149e+01 2.4961888e+01 4.0777532e+00 4.0756222e+00
8.2837000e+00 2.4926170e+01 2.4888246e+01 4.0817404e+00 4.0803389e+00
8.2951000e+00 2.4951015e+01 2.4913531e+01 4.0988084e+00 4.0965780e+00
8.3058000e+00 2.5053068e+01 2.5015335e+01 4.1223964e+00 4.1201499e+00
8.3172000e+00 2.5200572e+01 2.5163870e+01 4.1545728e+00 4.1531381e+00
8.3286000e+00 2.5318767e+01 2.5282730e+01 4.1944949e+00 4.1921939e+00
8.3400000e+00 2.5322266e+01 2.5288159e+01 4.2369109e+00 4.2354308e+00
8.3508000e+00 2.5253638e+01 2.5219510e+01 4.2709411e+00 4.2694431e+00
8.3622000e+00 2.5326759e+01 2.5292021e+01 4.2797399e+00 4.2774806e+00
8.3736000e+00 2.5470783e+01 2.5435007e+01 4.2644005e+00 4.2621621e+00
8.3850000e+00 2.5422694e+01 2.5383071e+01 4.2499802e+00 4.2476642e+00
8.3958000e+00 2.5335759e+01 2.5297619e+01 4.2506486e+00 4.2490911e+00
8.4072000e+00 2.5334603e+01 2.5294395e+01 4.2646178e+00 4.2630562e+00
8.4186000e+00 2.5422093e+01 2.5382141e+01 4.2890531e+00 4.2867216e+00
8.4300000e+00 2.5562948e+01 2.5523576e+01 4.3205156e+00 4.3190250e+00
8.4413000e+00 2.5692641e+01 2.5654378e+01 4.3603331e+00 4.3587204e+00
8.4521000e+00 2.5724536e+01 2.5687666e+01 4.4019440e+00 4.4004089e+00
8.4635000e+00 2.5653941e+01 2.5618736e+01 4.4413254e+00 4.4398727e+00
8.4749000e+00 2.5678910e+01 2.5645853e+01 4.4586553e+00 4.4570930e+00
8.4863000e+00 2.5839914e+01 2.5804091e+01 4.4472285e+00 4.4448963e+00
8.4971000e+00 2.5836239e+01 2.5798061e+01 4.4301559e+00 4.4285236e+00
8.5085000e+00 2.5739302e+01 2.5698803e+01 4.4275309e+00 4.4251291e+00
8.5199000e+00 2.5714624e+01 2.5675458e+01 4.4390766e+00 4.4375525e+00
8.5313000e+00 2.5782284e+01 2.5743445e+01 4.4623664e+00 4.4608326e+00
8.5421000e+00 2.5907337e+01 2.5867439e+01 4.4923664e+00 4.4900288e+00
8.5535000e+00 2.6044857e+01 2.6005575e+01 4.5313251e+00 4.5288550e+00
8.5649000e+00 2.6107171e+01 2.6070944e+01 4.5760084e+00 4.5744147e+00
8.5762000e+00 2.6047922e+01 2.6013838e+01 4.6195806e+00 4.6171511e+00
8.5870000e+00 2.6027220e+01 2.5991991e+01 4.6438885e+00 4.6414453e+00
8.5984000e+00 2.6180571e+01 2.6144776e+01 4.6377070e+00 4.6360894e+00
8.6098000e+00 2.6231224e+01 2.6191163e+01 4.6190617e+00 4.6166559e+00
8.6212000e+00 2.6133791e+01 2.6092598e+01 4.6117683e+00 4.6092708e+00
8.6320000e+00 2.6082920e+01 2.6041923e+01 4.6209428e+00 4.6184447e+00
8.6434000e+00 2.6117075e+01 2.6075536e+01 4.6397683e+00 4.6380686e+00
8.6548000e+00 2.6217096e+01 2.6178011e+01 4.6682053e+00 4.6664919e+00
8.6662000e+00 2.6343958e+01 2.6303296e+01 4.7023468e+00 4.6997947e+00
8.6770000e+00 2.6440760e+01 2.6402600e+01 4.7392608e+00 4.7376183e+00
8.6884000e+00 2.6492625e+01 2.6453594e+01 4.7729300e+00 4.7712705e+00
8.6998000e+00 2.6519074e+01 2.6480507e+01 4.7978483e+00 4.7961782e+00
8.7112000e+00 2.6566266e+01 2.6527120e+01 4.8087100e+00 4.8062015e+00
8.7225000e+00 2.6605433e+01 2.6565729e+01 4.8143848e+00 4.8118794e+00
8.7333000e+00 2.6633893e+01 2.6593659e+01 4.8258182e+00 4.8231998e+00
8.7447000e+00 2.6669210e+01 2.6628428e+01 4.8433936e+00 4.8417184e+00
8.7561000e+00 2.6708538e+01 2.6668196e+01 4.8650419e+00 4.8633586e+00
8.7675000e+00 2.6745826e+01 2.6707204e+01 4.8868271e+00 4.8850227e+00
8.7783000e+00 2.6782017e+01 2.6741066e+01 4.9074486e+00 4.9056359e+00
8.7897000e+00 2.6818558e+01 2.6778055e+01 4.9286416e+00 4.9269344e+00
8.8011000e+00 2.6853171e+01 2.6814399e+01 4.9494884e+00 4.9469254e+00
8.8125000e+00 2.6890761e+01 2.6850156e+01 4.9693099e+00 4.9675882e+00
8.8233000e+00 2.6924639e+01 2.6883986e+01 4.9891188e+00 4.9865385e+00
8.8347000e+00 2.6960323e+01 2.6920124e+01 5.0097062e+00 5.0070013e+00
8.8461000e+00 2.6996537e+01 2.6957566e+01 5.0293647e+00 5.0275060e+00
8.8574000e+00 2.7032269e+01 2.6993249e+01 5.0499189e+00 5.0480526e+00
8.8682000e+00 2.7068025e+01 2.7027170e+01 5.0705151e+00 5.0686412e+00
8.8796000e+00 2.7104313e+01 2.7063405e+01 5.0902923e+00 5.0875508e+00
8.8910000e+00 2.7140626e+01 2.7099666e+01 5.1109706e+00 5.1082196e+00
8.9024000e+00 2.7176454e+01 2.7137233e+01 5.1315721e+00 5.1297942e+00
8.9132000e+00 2.7212305e+01 2.7171245e+01 5.1523337e+00 5.1505486e+00
8.9246000e+00 2.7248692e+01 2.7207579e+01 5.1722695e+00 5.1704775e+00
8.9360000e+00 2.7284592e+01 2.7243428e+01 5.1931132e+00 5.1913139e+00
8.9474000e+00 2.7321027e+01 2.7279812e+01 5.2148699e+00 5.2121922e+00
8.9588000e+00 2.7359286e+01 2.7318016e+01 5.2359201e+00 5.2341059e+00
8.9696000e+00 2.7395002e+01 2.7353679e+01 5.2565029e+00 5.2546814e+00
8.9810000e+00 2.7433406e+01 2.7393823e+01 5.2793599e+00 5.2765319e+00
8.9924000e+00 2.7477340e+01 2.7436403e+01 5.3032424e+00 5.3005252e+00
9.0037000e+00 2.7523048e+01 2.7482036e+01 5.3290190e+00 5.3270466e+00
9.0145000e+00 2.7565204e+01 2.7524639e+01 5.3565125e+00 5.3537679e+00
9.0259000e+00 2.7600828e+01 2.7560733e+01 5.3882629e+00 5.3855005e+00
9.0373000e+00 2.7618477e+01 2.7579420e+01 5.4197158e+00 5.4169359e+00
9.0487000e+00 2.7642561e+01 2.7602975e+01 5.4435734e+00 5.4407829e+00
9.0595000e+00 2.7695858e+01 2.7655143e+01 5.4502362e+00 5.4474494e+00
9.0709000e+00 2.7708230e+01 2.7668298e+01 5.4446452e+00 5.4426350e+00
9.0823000e+00 2.7645093e+01 2.7602039e+01 5.4424796e+00 5.4404791e+00
9.0937000e+00 2.7598098e+01 2.7554716e+01 5.4530693e+00 5.4501824e+00
9.1045000e+00 2.7625414e+01 2.7583791e+01 5.4745631e+00 5.4716650e+00
9.1159000e+00 2.7734794e+01 2.7691608e+01 5.5086503e+00 5.5058560e+00
9.1273000e+00 2.7870782e+01 2.7830100e+01 5.5529953e+00 5.5510740e+00
9.1386000e+00 2.7943270e+01 2.7902690e+01 5.6076899e+00 5.6048259e+00
9.1494000e+00 2.7878504e+01 2.7840217e+01 5.6625176e+00 5.6596145e+00
9.1608000e+00 2.7803995e+01 2.7766973e+01 5.6977479e+00 5.6949562e+00
9.1722000e+00 2.7961430e+01 2.7922497e+01 5.6981243e+00 5.6952088e+00
9.1836000e+00 2.8084241e+01 2.8041884e+01 5.6744932e+00 5.6725265e+00
9.1944000e+00 2.8007299e+01 2.7963116e+01 5.6624089e+00 5.6594135e+00
9.2058000e+00 2.7932035e+01 2.7889431e+01 5.6685636e+00 5.6666163e+00
9.2172000e+00 2.7954296e+01 2.7912191e+01 5.6914730e+00 5.6895179e+00
9.2286000e+00 2.8061748e+01 2.8018057e+01 5.7264379e+00 5.7244667e+00
9.2400000e+00 2.8206984e+01 2.8163961e+01 5.7723460e+00 5.7692864e+00
9.2508000e+00 2.8301097e+01 2.8259431e+01 5.8240276e+00 5.8210642e+00
9.2622000e+00 2.8265229e+01 2.8225810e+01 5.8816432e+00 5.8786385e+00
9.2736000e+00 2.8162244e+01 2.8124700e+01 5.9263187e+00 5.9232845e+00
9.2849000e+00 2.8271784e+01 2.8232958e+01 5.9350467e+00 5.9329705e+00
9.2957000e+00 2.8435729e+01 2.8393867e+01 5.9151572e+00 5.9131026e+00
9.3071000e+00 2.8392904e+01 2.8349088e+01 5.8976667e+00 5.8954969e+00
9.3185000e+00 2.8305348e+01 2.8260778e+01 5.9005726e+00 5.8985445e+00
9.3299000e+00 2.8304736e+01 2.8259684e+01 5.9208285e+00 5.9187946e+00
9.3407000e+00 2.8387935e+01 2.8343202e+01 5.9523148e+00 5.9493141e+00
9.3521000e+00 2.8525642e+01 2.8481602e+01 5.9955235e+00 5.9933161e+00
9.3635000e+00 2.8643159e+01 2.8600425e+01 6.0496674e+00 6.0464599e+00
9.3749000e+00 2.8638293e+01 2.8597750e+01 6.1088159e+00 6.1057060e+00
9.3857000e+00 2.8532328e+01 2.8493691e+01 6.1593467e+00 6.1562024e+00
9.3971000e+00 2.8569112e+01 2.8532319e+01 6.1774456e+00 6.1752824e+00
9.4085000e+00 2.8764749e+01 2.8722923e+01 6.1619454e+00 6.1588185e+00
9.4198000e+00 2.8767310e+01 2.8722836e+01 6.1404058e+00 6.1382850e+00
9.4306000e+00 2.8676716e+01 2.8631479e+01 6.1393247e+00 6.1370724e+00
9.4420000e+00 2.8648026e+01 2.8604282e+01 6.1556811e+00 6.1535663e+00
9.4534000e+00 2.8714784e+01 2.8669517e+01 6.1867361e+00 6.1834840e+00
9.4648000e+00 2.8842423e+01 2.8797890e+01 6.2283015e+00 6.2261534e+00
9.4756000e+00 2.8965650e+01 2.8921878e+01 6.2805858e+00 6.2784098e+00
9.4870000e+00 2.8999569e+01 2.8957907e+01 6.3374495e+00 6.3352421e+00
9.4984000e+00 2.8898211e+01 2.8859008e+01 6.3937894e+00 6.3915513e+00
9.5098000e+00 2.8880613e+01 2.8841493e+01 6.4243718e+00 6.4211022e+00
9.5212000e+00 2.9073331e+01 2.9031597e+01 6.4143227e+00 6.4120876e+00
9.5320000e+00 2.9128507e+01 2.9083942e+01 6.3926142e+00 6.3902550e+00
9.5434000e+00 2.9039311e+01 2.8993423e+01 6.3856479e+00 6.3824422e+00
9.5548000e+00 2.8991328e+01 2.8945624e+01 6.3984341e+00 6.3962353e+00
9.5661000e+00 2.9036456e+01 2.8990658e+01 6.4274537e+00 6.4242311e+00
9.5769000e+00 2.9145509e+01 2.9099965e+01 6.4658978e+00 6.4625023e+00
9.5883000e+00 2.9279602e+01 2.9234795e+01 6.5161706e+00 6.5139161e+00
9.5997000e+00 2.9341595e+01 2.9298843e+01 6.5760433e+00 6.5737559e+00
9.6111000e+00 2.9259947e+01 2.9221596e+01 6.6354487e+00 6.6329739e+00
9.6219000e+00 2.9193083e+01 2.9154060e+01 6.6734138e+00 6.6700256e+00
9.6333000e+00 2.9352439e+01 2.9311419e+01 6.6740502e+00 6.6706721e+00
9.6447000e+00 2.9468325e+01 2.9425711e+01 6.6508055e+00 6.6483473e+00
9.6561000e+00 2.9395813e+01 2.9349829e+01 6.6390031e+00 6.6365629e+00
9.6669000e+00 2.9332713e+01 2.9286408e+01 6.6492359e+00 6.6457581e+00
9.6783000e+00 2.9351010e+01 2.9304688e+01 6.6733998e+00 6.6700627e+00
9.6897000e+00 2.9450873e+01 2.9404842e+01 6.7114974e+00 6.7090317e+00
9.7010000e+00 2.9583287e+01 2.9538006e+01 6.7610178e+00 6.7586808e+00
9.7118000e+00 2.9666067e+01 2.9622247e+01 6.8199896e+00 6.8176205e+00
9.7232000e+00 2.9619771e+01 2.9578324e+01 6.8796974e+00 6.8760602e+00
9.7346000e+00 2.9517593e+01 2.9477544e+01 6.9272964e+00 6.9237887e+00
9.7460000e+00 2.9629373e+01 2.9587977e+01 6.9366616e+00 6.9342378e+00
9.7574000e+00 2.9789301e+01 2.9744744e+01 6.9158595e+00 6.9134593e+00
9.7682000e+00 2.9750177e+01 2.9704104e+01 6.9001329e+00 6.8977521e+00
9.7796000e+00 2.9669777e+01 2.9622322e+01 6.9050752e+00 6.9025418e+00
9.7910000e+00 2.9668336e+01 2.9620924e+01 6.9281757e+00 6.9247198e+00
9.8024000e+00 2.9749545e+01 2.9703034e+01 6.9638658e+00 6.9613085e+00
9.8132000e+00 2.9871850e+01 2.9825570e+01 7.0092593e+00 7.0068391e+00
9.8246000e+00 2.9977142e+01 2.9932272e+01 7.0674396e+00 7.0638925e+00
9.8360000e+00 2.9960586e+01 2.9918034e+01 7.1308489e+00 7.1283626e+00
9.8473000e+00 2.9846748e+01 2.9806196e+01 7.1846966e+00 7.1821820e+00
9.8581000e+00 2.9894111e+01 2.9853476e+01 7.2048478e+00 7.2012136e+00
9.8695000e+00 3.0083917e+01 3.0040029e+01 7.1891620e+00 7.1866624e+00
9.8809000e+00 3.0088290e+01 3.0042181e+01 7.1690496e+00 7.1665730e+00
9.8923000e+00 3.0003272e+01 2.9955772e+01 7.1686839e+00 7.1660523e+00
9.9031000e+00 2.9980805e+01 2.9933408e+01 7.1890709e+00 7.1865990e+00
9.9145000e+00 3.0039598e+01 2.9992061e+01 7.2210939e+00 7.2186087e+00
9.9259000e+00 3.0158885e+01 3.0112153e+01 7.2661144e+00 7.2636073e+00
9.9373000e+00 3.0274882e+01 3.0228977e+01 7.3234028e+00 7.3206965e+00
9.9481000e+00 3.0293023e+01 3.0249365e+01 7.3874192e+00 7.3848468e+00
9.9595000e+00 3.0185106e+01 3.0143455e+01 7.4441854e+00 7.4404385e+00
9.9709000e+00 3.0170034e+01 3.0129019e+01 7.4748975e+00 7.4722824e+00
9.9823000e+00 3.0360987e+01 3.0317260e+01 7.4671250e+00 7.4633811e+00
9.9930000e+00 3.0416571e+01 3.0369887e+01 7.4444987e+00 7.4419237e+00
1.0004000e+01 3.0333687e+01 3.0285584e+01 7.4393490e+00 7.4366158e+00
1.0016000e+01 3.0284469e+01 3.0233924e+01 7.4545062e+00 7.4517720e+00
1.0027000e+01 3.0311274e+01 3.0263309e+01 7.4842375e+00 7.4803504e+00
1.0039000e+01 3.0404040e+01 3.0356400e+01 7.5244100e+00 7.5218175e+00
1.0049000e+01 3.0510383e+01 3.0463029e+01 7.5702232e+00 7.5674338e+00
1.0061000e+01 3.0594116e+01 3.0547694e+01 7.6215822e+00 7.6189409e+00
1.0072000e+01 3.0621587e+01 3.0576265e+01 7.6700689e+00 7.6674037e+00
1.0084000e+01 3.0641478e+01 3.0596710e+01 7.7016110e+00 7.6989333e+00
1.0094000e+01 3.0686439e+01 3.0640435e+01 7.7162637e+00 7.7124109e+00
1.0106000e+01 3.0723120e+01 3.0676479e+01 7.7270009e+00 7.7229723e+00
1.0117000e+01 3.0747957e+01 3.0701286e+01 7.7452074e+00 7.7425281e+00
1.0129000e+01 3.0778526e+01 3.0731236e+01 7.7720437e+00 7.7691764e+00
1.0139000e+01 3.0807859e+01 3.0760524e+01 7.7999335e+00 7.7970551e+00
